Partition|NodeList|Group|User|JobName|JobID|Submit|Start|End|ExitCode|CPUTimeRAW|TRESUsageInTot|TRESUsageOutTot|MaxVMSize|AllocCPUS|NTasks|Cluster|TimelimitRaw|ReqMem|
|gpu-21-6|||extern|8572.extern|2020-11-04T19:17:52|2020-11-04T19:17:52|2020-11-04T19:23:50|0:0|358|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-10|chem|rliang|11|8573|2020-11-04T19:10:46|2020-11-04T19:18:26|2020-11-04T19:26:32|0:0|486||||1||redraider|2880|32000Mc|
|gpu-20-10|||batch|8573.batch|2020-11-04T19:18:26|2020-11-04T19:18:26|2020-11-04T19:26:32|0:0|486|cpu=00:07:53,energy=0,fs/disk=16255008,mem=731712K,pages=2475,vmem=143588K|energy=0,fs/disk=43014|143588K|1|1|redraider||32000Mc|
|gpu-20-10|||extern|8573.extern|2020-11-04T19:18:26|2020-11-04T19:18:26|2020-11-04T19:26:32|0:0|486|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-3|chem|rliang|12|8574|2020-11-04T19:10:46|2020-11-04T19:18:46|2020-11-04T19:26:18|0:0|452||||1||redraider|2880|32000Mc|
|gpu-20-3|||batch|8574.batch|2020-11-04T19:18:46|2020-11-04T19:18:46|2020-11-04T19:26:18|0:0|452|cpu=00:07:25,energy=0,fs/disk=16196977,mem=756432K,pages=2277,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-3|||extern|8574.extern|2020-11-04T19:18:46|2020-11-04T19:18:46|2020-11-04T19:26:18|0:0|452|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-7|chem|rliang|13|8575|2020-11-04T19:10:47|2020-11-04T19:20:51|2020-11-04T19:28:19|0:0|448||||1||redraider|2880|32000Mc|
|gpu-20-7|||batch|8575.batch|2020-11-04T19:20:51|2020-11-04T19:20:51|2020-11-04T19:28:19|0:0|448|cpu=00:06:55,energy=0,fs/disk=16196977,mem=736544K,pages=2871,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-7|||extern|8575.extern|2020-11-04T19:20:51|2020-11-04T19:20:51|2020-11-04T19:28:19|0:0|448|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
