Partition|NodeList|Group|User|JobName|JobID|Submit|Start|End|ExitCode|CPUTimeRAW|TRESUsageInTot|TRESUsageOutTot|MaxVMSize|AllocCPUS|NTasks|Cluster|TimelimitRaw|ReqMem|
|gpu-21-3|||run.sh|8355.0|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:53|0:15|158460|cpu=1-19:47:32,energy=0,fs/disk=16231896,mem=8518740K,pages=78474,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-4|chem|rliang|job39|8356|2020-11-02T11:25:19|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427||||1||redraider|2640|9639Mc|
|gpu-21-4|||batch|8356.batch|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:22|0:15|158429|cpu=00:00:00,energy=0,fs/disk=107750,mem=4556K,pages=33,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-4|||extern|8356.extern|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-4|||run.sh|8356.0|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:53|0:15|158460|cpu=1-19:47:51,energy=0,fs/disk=16231900,mem=8533420K,pages=74910,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-3|chem|rliang|job40|8357|2020-11-02T11:25:19|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427||||1||redraider|2640|9639Mc|
|gpu-21-3|||batch|8357.batch|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:22|0:15|158429|cpu=00:00:01,energy=0,fs/disk=107745,mem=4548K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-3|||extern|8357.extern|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-3|||run.sh|8357.0|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:55|0:15|158462|cpu=1-19:49:13,energy=0,fs/disk=16231897,mem=7311420K,pages=65472,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-4|chem|rliang|job41|8358|2020-11-02T11:25:19|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427||||1||redraider|2640|9639Mc|
|gpu-21-4|||batch|8358.batch|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:22|0:15|158429|cpu=00:00:00,energy=0,fs/disk=107746,mem=4548K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-4|||extern|8358.extern|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-4|||run.sh|8358.0|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:55|0:15|158462|cpu=1-19:48:27,energy=0,fs/disk=16231895,mem=7874504K,pages=70092,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-10|chem|rliang|job48|8374|2020-11-03T15:23:25|2020-11-03T15:23:26|2020-11-04T15:13:54|0:0|85828||||1||redraider|2880|9639Mc|
|gpu-20-10|||batch|8374.batch|2020-11-03T15:23:26|2020-11-03T15:23:26|2020-11-04T15:13:56|0:15|85830|cpu=00:00:00,energy=0,fs/disk=165784,mem=4564K,pages=0,vmem=143584K|energy=0,fs/disk=228|143584K|1|1|redraider||9639Mc|
|gpu-20-10|||extern|8374.extern|2020-11-03T15:23:26|2020-11-03T15:23:26|2020-11-04T15:13:54|0:0|85828|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-20-10|||run.sh|8374.0|2020-11-03T15:23:26|2020-11-03T15:23:26|2020-11-04T15:14:17|0:15|85851|cpu=23:43:45,energy=0,fs/disk=16232774,mem=4293176K,pages=99561,vmem=143M|energy=0,fs/disk=43014|143M|1|1|redraider||9639Mc|
matador|gpu-21-6|chem|rliang|job14|8380|2020-11-04T08:53:57|2020-11-04T08:54:00|2020-11-04T15:12:15|0:0|22695||||1||redraider|2880|9639Mc|
|gpu-21-6|||batch|8380.batch|2020-11-04T08:54:00|2020-11-04T08:54:00|2020-11-04T15:12:16|0:15|22696|cpu=00:00:00,energy=0,fs/disk=107751,mem=4544K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-6|||extern|8380.extern|2020-11-04T08:54:00|2020-11-04T08:54:00|2020-11-04T15:12:15|0:0|22695|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-6|||run.sh|8380.0|2020-11-04T08:54:00|2020-11-04T08:54:00|2020-11-04T15:12:26|0:15|22706|cpu=06:16:04,energy=0,fs/disk=16174743,mem=2129468K,pages=10890,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-6|chem|rliang|job36|8399|2020-11-04T08:53:59|2020-11-04T08:54:00|2020-11-04T15:12:29|0:0|22709||||1||redraider|2880|9639Mc|
|gpu-21-6|||batch|8399.batch|2020-11-04T08:54:00|2020-11-04T08:54:00|2020-11-04T15:12:31|0:15|22711|cpu=00:00:00,energy=0,fs/disk=107748,mem=4540K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-6|||extern|8399.extern|2020-11-04T08:54:00|2020-11-04T08:54:00|2020-11-04T15:12:29|0:0|22709|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-6|||run.sh|8399.0|2020-11-04T08:54:00|2020-11-04T08:54:00|2020-11-04T15:12:42|0:15|22722|cpu=06:16:16,energy=0,fs/disk=16174744,mem=1782172K,pages=11748,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-10|hpcc|thomasbr|mpi-tst|8405|2020-11-04T15:33:46|2020-11-04T15:33:47|2020-11-04T15:34:59|0:0|72||||1||redraider|2880|9639Mc|
|gpu-20-10|||batch|8405.batch|2020-11-04T15:33:47|2020-11-04T15:33:47|2020-11-04T15:34:59|0:0|72|cpu=00:00:11,energy=0,fs/disk=2143602,mem=1609228K,pages=9966,vmem=143584K|energy=0,fs/disk=1056|143584K|1|1|redraider||9639Mc|
|gpu-20-10|||extern|8405.extern|2020-11-04T15:33:47|2020-11-04T15:33:47|2020-11-04T15:34:59|0:0|72|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
matador|gpu-20-10|hpcc|thomasbr|tf-test|8406|2020-11-04T15:41:45|2020-11-04T15:41:46|2020-11-04T15:42:13|0:0|27||||1||redraider|2880|9639Mc|
|gpu-20-10|||batch|8406.batch|2020-11-04T15:41:46|2020-11-04T15:41:46|2020-11-04T15:42:13|0:0|27|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143584K|energy=0,fs/disk=0|143584K|1|1|redraider||9639Mc|
|gpu-20-10|||extern|8406.extern|2020-11-04T15:41:46|2020-11-04T15:41:46|2020-11-04T15:42:13|0:0|27|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
matador|gpu-20-10|hpcc|thomasbr|tf-test|8407|2020-11-04T15:45:17|2020-11-04T15:45:18|2020-11-04T15:45:43|0:0|25||||1||redraider|2880|9639Mc|
|gpu-20-10|||batch|8407.batch|2020-11-04T15:45:18|2020-11-04T15:45:18|2020-11-04T15:45:43|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143584K|energy=0,fs/disk=0|143584K|1|1|redraider||9639Mc|
|gpu-20-10|||extern|8407.extern|2020-11-04T15:45:18|2020-11-04T15:45:18|2020-11-04T15:45:43|0:0|25|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
matador|gpu-20-10|chem|rliang|job2|8408|2020-11-04T16:48:00|2020-11-04T16:48:00|2020-11-04T16:48:47|0:0|47||||1||redraider|2880|32000Mc|
|gpu-20-10|||batch|8408.batch|2020-11-04T16:48:00|2020-11-04T16:48:00|2020-11-04T16:48:53|0:15|53|cpu=00:00:10,energy=0,fs/disk=16254949,mem=588356K,pages=1353,vmem=143588K|energy=0,fs/disk=43014|143588K|1|1|redraider||32000Mc|
|gpu-20-10|||extern|8408.extern|2020-11-04T16:48:00|2020-11-04T16:48:00|2020-11-04T16:48:47|0:0|47|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-21-6|chem|rliang|job3|8409|2020-11-04T16:48:00|2020-11-04T16:48:00|2020-11-04T16:48:41|0:0|41||||1||redraider|2880|32000Mc|
|gpu-21-6|||batch|8409.batch|2020-11-04T16:48:00|2020-11-04T16:48:00|2020-11-04T16:48:47|0:15|47|cpu=00:00:10,energy=0,fs/disk=16196910,mem=577700K,pages=1287,vmem=143520K|energy=0,fs/disk=43011|143520K|1|1|redraider||32000Mc|
|gpu-21-6|||extern|8409.extern|2020-11-04T16:48:00|2020-11-04T16:48:00|2020-11-04T16:48:41|0:0|41|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-21-6|chem|rliang|job4|8410|2020-11-04T16:48:00|2020-11-04T16:48:01|2020-11-04T16:48:41|0:0|40||||1||redraider|2880|32000Mc|
|gpu-21-6|||batch|8410.batch|2020-11-04T16:48:01|2020-11-04T16:48:01|2020-11-04T16:48:48|0:15|47|cpu=00:00:10,energy=0,fs/disk=16196913,mem=565M,pages=924,vmem=143520K|energy=0,fs/disk=43011|143520K|1|1|redraider||32000Mc|
|gpu-21-6|||extern|8410.extern|2020-11-04T16:48:01|2020-11-04T16:48:01|2020-11-04T16:48:41|0:0|40|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||32000Mc|
matador|gpu-20-2|chem|rliang|job5|8411|2020-11-04T16:48:01|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-2|||batch|8411.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:11,energy=0,fs/disk=16196916,mem=588304K,pages=2508,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-2|||extern|8411.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-3|chem|rliang|job6|8412|2020-11-04T16:48:01|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-3|||batch|8412.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:11,energy=0,fs/disk=16196916,mem=589348K,pages=2046,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-3|||extern|8412.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-4|chem|rliang|job7|8413|2020-11-04T16:48:01|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-4|||batch|8413.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:11,energy=0,fs/disk=16196916,mem=587936K,pages=2046,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-4|||extern|8413.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-5|chem|rliang|job8|8414|2020-11-04T16:48:02|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-5|||batch|8414.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:11,energy=0,fs/disk=16196916,mem=581456K,pages=2046,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-5|||extern|8414.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-6|chem|rliang|job9|8415|2020-11-04T16:48:02|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-6|||batch|8415.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:11,energy=0,fs/disk=16196916,mem=580736K,pages=2541,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-6|||extern|8415.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-7|chem|rliang|job1|8416|2020-11-04T16:48:02|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-7|||batch|8416.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:46|0:15|43|cpu=00:00:11,energy=0,fs/disk=16196916,mem=578972K,pages=2508,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-7|||extern|8416.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-8|chem|rliang|job2|8417|2020-11-04T16:48:02|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-8|||batch|8417.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:11,energy=0,fs/disk=16196916,mem=591420K,pages=2046,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-8|||extern|8417.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-9|chem|rliang|job3|8418|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-9|||batch|8418.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:11,energy=0,fs/disk=16196916,mem=587984K,pages=2046,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-9|||extern|8418.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-10|chem|rliang|job4|8419|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38||||1||redraider|2880|32000Mc|
|gpu-20-10|||batch|8419.batch|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:45|0:15|42|cpu=00:00:13,energy=0,fs/disk=16254946,mem=592876K,pages=1023,vmem=143588K|energy=0,fs/disk=43014|143588K|1|1|redraider||32000Mc|
|gpu-20-10|||extern|8419.extern|2020-11-04T16:48:03|2020-11-04T16:48:03|2020-11-04T16:48:41|0:0|38|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||32000Mc|
matador|None assigned|chem|rliang|job5|8420|2020-11-04T16:48:03|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job6|8421|2020-11-04T16:48:03|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job7|8422|2020-11-04T16:48:04|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job8|8423|2020-11-04T16:48:04|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job9|8424|2020-11-04T16:48:04|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job1|8425|2020-11-04T16:48:05|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job2|8426|2020-11-04T16:48:05|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job3|8427|2020-11-04T16:48:05|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job4|8428|2020-11-04T16:48:05|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job5|8429|2020-11-04T16:48:06|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job6|8430|2020-11-04T16:48:06|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job7|8431|2020-11-04T16:48:06|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job8|8432|2020-11-04T16:48:07|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job9|8433|2020-11-04T16:48:07|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job1|8434|2020-11-04T16:48:07|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job2|8435|2020-11-04T16:48:07|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job3|8436|2020-11-04T16:48:08|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job4|8437|2020-11-04T16:48:08|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job5|8438|2020-11-04T16:48:08|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job6|8439|2020-11-04T16:48:09|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job7|8440|2020-11-04T16:48:09|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job8|8441|2020-11-04T16:48:09|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job9|8442|2020-11-04T16:48:09|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job1|8443|2020-11-04T16:48:10|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job2|8444|2020-11-04T16:48:10|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job3|8445|2020-11-04T16:48:10|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job4|8446|2020-11-04T16:48:10|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|job5|8447|2020-11-04T16:48:11|2020-11-04T16:48:41|2020-11-04T16:48:41|0:0|0||||1||redraider|2880|32000Mc|
matador|gpu-20-10|chem|rliang|10|8448|2020-11-04T16:49:47|2020-11-04T16:49:48|2020-11-04T16:50:42|0:0|54||||1||redraider|2880|32000Mc|
|gpu-20-10|||batch|8448.batch|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:47|0:15|59|cpu=00:00:26,energy=0,fs/disk=16254946,mem=588460K,pages=2046,vmem=143588K|energy=0,fs/disk=43014|143588K|1|1|redraider||32000Mc|
|gpu-20-10|||extern|8448.extern|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:42|0:0|54|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||32000Mc|
matador|gpu-21-6|chem|rliang|11|8449|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:47|0:0|59||||1||redraider|2880|32000Mc|
|gpu-21-6|||batch|8449.batch|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:51|0:15|63|cpu=00:00:26,energy=0,fs/disk=16196911,mem=587868K,pages=1386,vmem=143520K|energy=0,fs/disk=43011|143520K|1|1|redraider||32000Mc|
|gpu-21-6|||extern|8449.extern|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:47|0:0|59|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||32000Mc|
matador|gpu-21-6|chem|rliang|12|8450|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:36|0:0|48||||1||redraider|2880|32000Mc|
|gpu-21-6|||batch|8450.batch|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:41|0:15|53|cpu=00:00:25,energy=0,fs/disk=16196910,mem=637832K,pages=1188,vmem=143520K|energy=0,fs/disk=43011|143520K|1|1|redraider||32000Mc|
|gpu-21-6|||extern|8450.extern|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:36|0:0|48|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-2|chem|rliang|13|8451|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:16|0:0|28||||1||redraider|2880|32000Mc|
|gpu-20-2|||batch|8451.batch|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:21|0:15|33|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-2|||extern|8451.extern|2020-11-04T16:49:48|2020-11-04T16:49:48|2020-11-04T16:50:16|0:0|28|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-3|chem|rliang|14|8452|2020-11-04T16:49:49|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-3|||batch|8452.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:20|0:15|29|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-3|||extern|8452.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-4|chem|rliang|15|8453|2020-11-04T16:49:49|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-4|||batch|8453.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:21|0:15|30|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-4|||extern|8453.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-5|chem|rliang|16|8454|2020-11-04T16:49:49|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-5|||batch|8454.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:20|0:15|29|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-5|||extern|8454.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-6|chem|rliang|17|8455|2020-11-04T16:49:49|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-6|||batch|8455.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:20|0:15|29|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
