,ServiceTag,UUID,SerialNumber,HostName,Model,Manufacturer,ProcessorModel,ProcessorCount,LogicalProcessorCount,TotalSystemMemoryGiB,NIC_1_PermanentMACAddress,NIC_2_PermanentMACAddress,Bmc_Ip_Addr,BmcModel,BmcFirmwareVersion,Status
425,,4c4c4544-004d-5110-8053-b7c04f514432,CN7475165K0484,cpu-9-39,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:54:94,7C:D3:0A:BA:54:96,10.101.9.39,13G DCS,2.75.75.75,OK
426,,4c4c4544-004d-5110-8051-b7c04f514432,CN7475165K0451,cpu-9-40,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:55:0C,7C:D3:0A:BA:55:0E,10.101.9.40,13G DCS,2.75.75.75,OK
427,,4c4c4544-004e-4d10-8050-b7c04f514432,CN747516670861,cpu-9-41,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:CE:DE,7C:D3:0A:BB:CE:E0,10.101.9.41,13G DCS,2.75.75.75,OK
428,,4c4c4544-004e-4c10-8054-b7c04f514432,CN7475165O0457,cpu-9-42,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:0A:9C,7C:D3:0A:BB:0A:9E,10.101.9.42,13G DCS,2.75.75.75,OK
429,,4c4c4544-004e-4d10-804e-b7c04f514432,CN7475165O0942,cpu-9-43,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:74:CE,7C:D3:0A:BA:74:D0,10.101.9.43,13G DCS,2.75.75.75,OK
430,,4c4c4544-004e-4d10-8051-b7c04f514432,CN747516670063,cpu-9-44,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:BC:E4,7C:D3:0A:BB:BC:E6,10.101.9.44,13G DCS,2.75.75.75,OK
431,,4c4c4544-004d-4c10-804e-b7c04f514432,CN7475165J0110,cpu-9-45,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:68:62,7C:D3:0A:BA:68:64,10.101.9.45,13G DCS,2.75.75.75,OK
432,,4c4c4544-004d-4b10-8054-b7c04f514432,CN7475165K0903,cpu-9-46,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,N/A,7C:D3:0A:BA:69:78,10.101.9.46,13G DCS,2.75.75.75,OK
433,,4c4c4544-004d-4b10-8053-b7c04f514432,CN7475165K0425,cpu-9-47,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:58:A8,7C:D3:0A:BA:58:AA,10.101.9.47,13G DCS,2.75.75.75,OK
434,,4c4c4544-004d-4b10-8052-b7c04f514432,CN7475165K0540,cpu-9-48,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5A:4C,7C:D3:0A:BA:5A:4E,10.101.9.48,13G DCS,2.75.75.75,OK
435,,4c4c4544-004d-4d10-8052-b7c04f514432,CN7475165K0592,cpu-9-49,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5F:FE,7C:D3:0A:BA:60:00,10.101.9.49,13G DCS,2.75.75.75,OK
436,,4c4c4544-004d-4d10-8053-b7c04f514432,CN7475165K0243,cpu-9-50,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:63:34,7C:D3:0A:BA:63:36,10.101.9.50,13G DCS,2.75.75.75,OK
437,,4c4c4544-004d-4e10-804e-b7c04f514432,CN7475165K0171,cpu-9-51,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5E:C0,7C:D3:0A:BA:5E:C2,10.101.9.51,13G DCS,2.75.75.75,OK
438,,4c4c4544-004d-4d10-8054-b7c04f514432,CN7475165K0294,cpu-9-52,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:60:4C,7C:D3:0A:BA:60:4E,10.101.9.52,13G DCS,2.75.75.75,OK
439,,4c4c4544-004d-3310-8054-b7c04f514432,CN7475165K0475,cpu-9-53,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:53:98,7C:D3:0A:BA:53:9A,10.101.9.53,13G DCS,2.75.75.75,OK
440,,4c4c4544-004d-3310-8053-b7c04f514432,CN7475165K0639,cpu-9-54,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5E:60,7C:D3:0A:BA:5E:62,10.101.9.54,13G DCS,2.75.75.75,OK
441,,4c4c4544-004d-3310-8052-b7c04f514432,CN7475165K0216,cpu-9-55,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:65:20,7C:D3:0A:BA:65:22,10.101.9.55,13G DCS,2.75.75.75,OK
442,,4c4c4544-004d-3310-8051-b7c04f514432,CN7475165K0963,cpu-9-56,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:69:E2,7C:D3:0A:BA:69:E4,10.101.9.56,13G DCS,2.75.75.75,OK
443,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7C:D3:0A:BB:0C:FA,N/A,10.101.9.57,N/A,N/A,N/A
444,,4c4c4544-004e-3910-8052-b7c04f514432,CN747516670979,cpu-9-58,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:D0:0A,7C:D3:0A:BB:D0:0C,10.101.9.58,13G DCS,2.75.75.75,OK
445,,4c4c4544-004e-3910-8050-b7c04f514432,CN747516550699,cpu-9-59,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:B8:51:54,7C:D3:0A:B8:51:56,10.101.9.59,13G DCS,2.75.75.75,OK
446,,4c4c4544-004e-3910-804e-b7c04f514432,CN747516540077,cpu-9-60,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:B8:3C:B4,7C:D3:0A:B8:3C:B6,10.101.9.60,13G DCS,2.75.75.75,OK
447,,4c4c4544-004d-3310-8050-b7c04f514432,CN7475165K0655,cpu-10-25,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5F:C2,7C:D3:0A:BA:5F:C4,10.101.10.25,13G DCS,2.75.75.75,OK
448,,4c4c4544-004d-3310-804e-b7c04f514432,CN7475165O0043,cpu-10-26,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:74:5C,7C:D3:0A:BA:74:5E,10.101.10.26,13G DCS,2.75.75.75,OK
449,,4c4c4544-004d-3210-8056-b7c04f514432,CN7475165J0029,cpu-10-27,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:67:5A,7C:D3:0A:BA:67:5C,10.101.10.27,13G DCS,2.75.75.75,OK
450,,4c4c4544-004d-3910-8056-b7c04f514432,CN7475165N0105,cpu-10-28,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:71:56,7C:D3:0A:BA:71:58,10.101.10.28,13G DCS,2.75.75.75,OK
451,,4c4c4544-004d-5210-8052-b7c04f514432,CN7475165J0047,cpu-10-29,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:66:BE,7C:D3:0A:BA:66:C0,10.101.10.29,13G DCS,2.75.75.75,OK
452,,4c4c4544-004d-5210-8053-b7c04f514432,CN7475165O0027,cpu-10-30,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:75:94,7C:D3:0A:BA:75:96,10.101.10.30,13G DCS,2.75.75.75,OK
453,,4c4c4544-004d-5210-8054-b7c04f514432,CN7475165K0870,cpu-10-31,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:69:EE,7C:D3:0A:BA:69:F0,10.101.10.31,13G DCS,2.75.75.75,OK
454,,4c4c4544-004d-5310-804e-b7c04f514432,CN7475165J0103,cpu-10-32,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:68:44,7C:D3:0A:BA:68:46,10.101.10.32,13G DCS,2.75.75.75,OK
455,,4c4c4544-004d-4a10-8050-b7c04f514432,CN7475165K0264,cpu-10-33,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:63:04,7C:D3:0A:BA:63:06,10.101.10.33,13G DCS,2.75.75.75,OK
456,,4c4c4544-004d-4a10-8051-b7c04f514432,CN7475165K0663,cpu-10-34,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5D:16,7C:D3:0A:BA:5D:18,10.101.10.34,13G DCS,2.75.75.75,OK
457,,4c4c4544-004d-4a10-8053-b7c04f514432,CN7475165K0369,cpu-10-35,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:57:FA,7C:D3:0A:BA:57:FC,10.101.10.35,13G DCS,2.75.75.75,OK
458,,4c4c4544-004d-4a10-8052-b7c04f514432,CN7475165K0485,cpu-10-36,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:54:9A,7C:D3:0A:BA:54:9C,10.101.10.36,13G DCS,2.75.75.75,OK
459,,4c4c4544-004d-4210-8054-b7c04f514432,CN7475165K0881,cpu-10-37,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5C:08,7C:D3:0A:BA:5C:0A,10.101.10.37,13G DCS,2.75.75.75,OK
460,,4c4c4544-004d-4310-8051-b7c04f514432,CN7475165L0098,cpu-10-38,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:6E:98,7C:D3:0A:BA:6E:9A,10.101.10.38,13G DCS,2.75.75.75,OK
461,,4c4c4544-004e-4410-8052-b7c04f514432,CN747516670345,cpu-10-39,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:C1:E2,7C:D3:0A:BB:C1:E4,10.101.10.39,13G DCS,2.75.75.75,OK
462,,4c4c4544-004d-4310-804e-b7c04f514432,CN7475165L0106,cpu-10-40,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:6E:92,7C:D3:0A:BA:6E:94,10.101.10.40,13G DCS,2.75.75.75,OK
463,,4c4c4544-004e-4410-8050-b7c04f514432,CN747516670566,cpu-10-41,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:C6:A4,7C:D3:0A:BB:C6:A6,10.101.10.41,13G DCS,2.75.75.75,OK
464,,4c4c4544-004d-4310-8050-b7c04f514432,CN7475165K0063,cpu-10-42,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BA:5D:7C,7C:D3:0A:BA:5D:7E,10.101.10.42,13G DCS,2.75.75.75,OK
465,,4c4c4544-004e-4410-8051-b7c04f514432,CN747516670994,cpu-10-43,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:D0:CA,7C:D3:0A:BB:D0:CC,10.101.10.43,13G DCS,2.75.75.75,OK
466,,4c4c4544-004e-4410-8053-b7c04f514432,CN747516670146,cpu-10-44,PowerEdge C6320,Dell Inc.,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,2,36,178.814016,7C:D3:0A:BB:BA:3E,7C:D3:0A:BB:BA:40,10.101.10.44,13G DCS,2.75.75.75,OK
