Partition|NodeList|Group|User|JobName|JobID|Submit|Start|End|ExitCode|CPUTimeRAW|TRESUsageInTot|TRESUsageOutTot|MaxVMSize|AllocCPUS|NTasks|Cluster|TimelimitRaw|ReqMem|
nocona|cpu-25-[55,59],cpu-26-[34-35]|chem|evanaals|pylipid|8313|2020-11-01T09:19:38|2020-11-01T09:19:38|2020-11-02T06:30:12|0:0|39031808||||512||redraider|2880|4027Mc|
|cpu-25-55|||batch|8313.batch|2020-11-01T09:19:38|2020-11-01T09:19:38|2020-11-02T06:30:44|0:15|9762048|cpu=21:01:19,energy=0,fs/disk=7336986,mem=138547676K,pages=797346,vmem=144184K|energy=0,fs/disk=2045|144184K|128|1|redraider||4027Mc|
|cpu-25-[55,59],cpu-26-[34-35]|||extern|8313.extern|2020-11-01T09:19:38|2020-11-01T09:19:38|2020-11-02T06:30:12|0:0|39031808|cpu=00:00:00,energy=0,fs/disk=8752,mem=0,pages=0,vmem=17M|energy=0,fs/disk=0|4352K|512|4|redraider||4027Mc|
nocona|cpu-24-52,cpu-25-47|ME|jieyao|TBL|8314|2020-11-01T10:06:19|2020-11-02T01:53:24|Unknown|0:0|7201792||||256||redraider|2880|4027Mc|
|cpu-24-52|||batch|8314.batch|2020-11-02T01:53:24|2020-11-02T01:53:24|Unknown|0:0|3600896||||128|1|redraider||4027Mc|
|cpu-24-52,cpu-25-47|||extern|8314.extern|2020-11-02T01:53:24|2020-11-02T01:53:24|Unknown|0:0|7201792||||256|2|redraider||4027Mc|
|cpu-25-47|||orted|8314.0|2020-11-02T01:53:25|2020-11-02T01:53:25|Unknown|0:0|28131||||1|1|redraider||4027Mc|
nocona|cpu-24-53,cpu-25-55|ME|jieyao|TBL|8315|2020-11-01T10:06:40|2020-11-02T06:35:54|Unknown|0:0|2862592||||256||redraider|2880|4027Mc|
|cpu-24-53|||batch|8315.batch|2020-11-02T06:35:54|2020-11-02T06:35:54|Unknown|0:0|1431296||||128|1|redraider||4027Mc|
|cpu-24-53,cpu-25-55|||extern|8315.extern|2020-11-02T06:35:54|2020-11-02T06:35:54|Unknown|0:0|2862592||||256|2|redraider||4027Mc|
|cpu-25-55|||orted|8315.0|2020-11-02T06:35:55|2020-11-02T06:35:55|Unknown|0:0|11181||||1|1|redraider||4027Mc|
nocona|cpu-24-[49-51]|chem|iseason|pylipid|8316|2020-11-01T12:13:40|2020-11-02T06:35:54|Unknown|0:0|4293888||||384||redraider|2880|4027Mc|
|cpu-24-49|||batch|8316.batch|2020-11-02T06:35:54|2020-11-02T06:35:54|Unknown|0:0|1431296||||128|1|redraider||4027Mc|
|cpu-24-[49-51]|||extern|8316.extern|2020-11-02T06:35:54|2020-11-02T06:35:54|Unknown|0:0|4293888||||384|3|redraider||4027Mc|
nocona|cpu-23-[53-60],cpu-25-[2-9]|ME|jieyao|CHANNEL|8317|2020-11-01T22:23:31|2020-11-02T08:06:01|Unknown|0:0|11827200||||2048||redraider|2880|4027Mc|
|cpu-23-53|||batch|8317.batch|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|739200||||128|1|redraider||4027Mc|
|cpu-23-[53-60],cpu-25-[2-9]|||extern|8317.extern|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|11827200||||2048|16|redraider||4027Mc|
|cpu-23-[54-60],cpu-25-[2-9]|||orted|8317.0|2020-11-02T08:06:02|2020-11-02T08:06:02|Unknown|0:0|86610||||15|15|redraider||4027Mc|
nocona|cpu-25-[35-42]|ME|jieyao|CTCF|8318|2020-11-01T22:25:02|2020-11-02T08:06:01|Unknown|0:0|5913600||||1024||redraider|2880|4027Mc|
|cpu-25-35|||batch|8318.batch|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|739200||||128|1|redraider||4027Mc|
|cpu-25-[35-42]|||extern|8318.extern|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|5913600||||1024|8|redraider||4027Mc|
|cpu-25-[36-42]|||orted|8318.0|2020-11-02T08:06:02|2020-11-02T08:06:02|Unknown|0:0|40418||||7|7|redraider||4027Mc|
nocona|cpu-26-[10-13]|ME|jieyao|CTBLC|8319|2020-11-01T22:26:07|2020-11-02T08:06:01|Unknown|0:0|2956800||||512||redraider|2880|4027Mc|
|cpu-26-10|||batch|8319.batch|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|739200||||128|1|redraider||4027Mc|
|cpu-26-[10-13]|||extern|8319.extern|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|2956800||||512|4|redraider||4027Mc|
|cpu-26-[11-13]|||orted|8319.0|2020-11-02T08:06:02|2020-11-02T08:06:02|Unknown|0:0|17322||||3|3|redraider||4027Mc|
nocona|cpu-23-[6-9]|ME|jieyao|CTBLA|8320|2020-11-01T22:27:20|2020-11-02T08:06:01|Unknown|0:0|2956800||||512||redraider|2880|4027Mc|
|cpu-23-6|||batch|8320.batch|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|739200||||128|1|redraider||4027Mc|
|cpu-23-[6-9]|||extern|8320.extern|2020-11-02T08:06:01|2020-11-02T08:06:01|Unknown|0:0|2956800||||512|4|redraider||4027Mc|
|cpu-23-[7-9]|||orted|8320.0|2020-11-02T08:06:02|2020-11-02T08:06:02|Unknown|0:0|17322||||3|3|redraider||4027Mc|
nocona|cpu-23-5,cpu-25-[25-34],cpu-26-[20-33,53-59]|ME|jieyao|CHANNEL|8322|2020-11-01T23:20:19|2020-11-01T23:20:34|2020-11-02T00:06:08|0:0|11198464||||4096||redraider|360|4027Mc|
|cpu-23-5|||batch|8322.batch|2020-11-01T23:20:34|2020-11-01T23:20:34|2020-11-02T00:06:08|0:0|349952|cpu=3-20:44:35,energy=0,fs/disk=2304161,mem=207106340K,pages=165,vmem=144228K|energy=0,fs/disk=27582|144228K|128|1|redraider||4027Mc|
|cpu-23-5,cpu-25-[25-34],cpu-26-[20-33,53-59]|||extern|8322.extern|2020-11-01T23:20:34|2020-11-01T23:20:34|2020-11-02T00:06:08|0:0|11198464|cpu=00:00:00,energy=0,fs/disk=70016,mem=0,pages=0,vmem=136M|energy=0,fs/disk=0|4352K|4096|32|redraider||4027Mc|
|cpu-25-[25-34],cpu-26-[20-33,53-59]|||orted|8322.0|2020-11-01T23:20:36|2020-11-01T23:20:36|2020-11-02T00:06:11|0:0|84785|cpu=119-21:14:32,energy=0,fs/disk=463769260,mem=6409080624K,pages=3531,vmem=8722936K|energy=0,fs/disk=5993440595|281416K|31|31|redraider||4027Mc|
nocona|None assigned|ME|jieyao|PIPE|8324|2020-11-01T23:31:14|Unknown|Unknown|0:0|0||||8192||redraider|120|4027Mc|
nocona|None assigned|ME|jieyao|CHNRe5K|8325|2020-11-02T00:10:50|Unknown|Unknown|0:0|0||||4096||redraider|2880|4027Mc|
nocona|None assigned|ME|jieyao|CHANNEL|8326|2020-11-02T00:11:26|2020-11-02T00:12:11|2020-11-02T00:12:11|0:0|0||||4096||redraider|360|4027Mc|
