Partition|NodeList|Group|User|JobName|JobID|Submit|Start|End|ExitCode|CPUTimeRAW|TRESUsageInTot|TRESUsageOutTot|MaxVMSize|AllocCPUS|NTasks|Cluster|TimelimitRaw|ReqMem|
matador|gpu-20-9|chem|rliang|job28|8248|2020-10-31T11:11:46|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-20-9|||batch|8248.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107754,mem=4572K,pages=33,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-9|||extern|8248.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-9|||run.sh|8248.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:47:48,energy=0,fs/disk=16231903,mem=8541852K,pages=79101,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-3|chem|rliang|job29|8249|2020-10-31T11:11:46|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-21-3|||batch|8249.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107749,mem=4548K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-3|||extern|8249.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-3|||run.sh|8249.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:13,energy=0,fs/disk=16231898,mem=7913464K,pages=72039,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-4|chem|rliang|job30|8250|2020-10-31T11:11:46|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-21-4|||batch|8250.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107752,mem=4556K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-4|||extern|8250.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-4|||run.sh|8250.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:47:13,energy=0,fs/disk=16231898,mem=7706900K,pages=68013,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-5|chem|rliang|job31|8251|2020-10-31T11:11:46|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-21-5|||batch|8251.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107751,mem=4556K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-5|||extern|8251.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-5|||run.sh|8251.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:58,energy=0,fs/disk=16231901,mem=7286080K,pages=71181,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-7|chem|rliang|job32|8252|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-21-7|||batch|8252.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107747,mem=4560K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-7|||extern|8252.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-7|||run.sh|8252.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:33,energy=0,fs/disk=16231883,mem=6481744K,pages=73293,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-8|chem|rliang|job33|8253|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-21-8|||batch|8253.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107750,mem=4556K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-8|||extern|8253.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-8|||run.sh|8253.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:23,energy=0,fs/disk=16231883,mem=7034604K,pages=67485,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-9|chem|rliang|job34|8254|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-21-9|||batch|8254.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107752,mem=4568K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-9|||extern|8254.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-9|||run.sh|8254.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:13,energy=0,fs/disk=16231897,mem=7610672K,pages=68739,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-10|chem|rliang|job35|8255|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-21-10|||batch|8255.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107752,mem=4556K,pages=0,vmem=143524K|energy=0,fs/disk=228|143524K|1|1|redraider||9639Mc|
|gpu-21-10|||extern|8255.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-10|||run.sh|8255.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:25,energy=0,fs/disk=16231902,mem=7056584K,pages=68937,vmem=146436K|energy=0,fs/disk=43014|146436K|1|1|redraider||9639Mc|
matador|gpu-20-1|chem|rliang|job36|8256|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-20-1|||batch|8256.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107754,mem=4576K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-1|||extern|8256.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:12|0:0|158425|cpu=00:00:00,energy=0,fs/disk=5569390,mem=0,pages=0,vmem=266056K|energy=0,fs/disk=32996|130852K|1|1|redraider||9639Mc|
|gpu-20-1|||run.sh|8256.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:10,energy=0,fs/disk=16231903,mem=7030980K,pages=78045,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-2|chem|rliang|job37|8257|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424||||1||redraider|2640|9639Mc|
|gpu-20-2|||batch|8257.batch|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:13|0:15|158426|cpu=00:00:00,energy=0,fs/disk=107754,mem=4564K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-2|||extern|8257.extern|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:11|0:0|158424|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-20-2|||run.sh|8257.0|2020-10-31T11:11:47|2020-10-31T11:11:47|2020-11-02T06:12:44|0:15|158457|cpu=1-19:48:05,energy=0,fs/disk=16231903,mem=7179544K,pages=78276,vmem=146436K|energy=0,fs/disk=43011|146436K|1|1|redraider||9639Mc|
matador|gpu-20-3|chem|rliang|job38|8258|2020-10-31T11:11:47|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423||||1||redraider|2640|9639Mc|
|gpu-20-3|||batch|8258.batch|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:13|0:15|158425|cpu=00:00:00,energy=0,fs/disk=107754,mem=4544K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-3|||extern|8258.extern|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-3|||run.sh|8258.0|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:44|0:15|158456|cpu=1-19:45:45,energy=0,fs/disk=16231903,mem=8072720K,pages=75702,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-4|chem|rliang|job39|8259|2020-10-31T11:11:47|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423||||1||redraider|2640|9639Mc|
|gpu-20-4|||batch|8259.batch|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:13|0:15|158425|cpu=00:00:00,energy=0,fs/disk=107754,mem=4564K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-4|||extern|8259.extern|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-4|||run.sh|8259.0|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:44|0:15|158456|cpu=1-19:48:46,energy=0,fs/disk=16231903,mem=7692856K,pages=80322,vmem=146436K|energy=0,fs/disk=43011|146436K|1|1|redraider||9639Mc|
matador|gpu-20-5|chem|rliang|job40|8260|2020-10-31T11:11:47|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423||||1||redraider|2640|9639Mc|
|gpu-20-5|||batch|8260.batch|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:13|0:15|158425|cpu=00:00:00,energy=0,fs/disk=107754,mem=4564K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-5|||extern|8260.extern|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-5|||run.sh|8260.0|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:44|0:15|158456|cpu=1-19:48:03,energy=0,fs/disk=16231903,mem=7198984K,pages=75735,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-6|chem|rliang|job41|8261|2020-10-31T11:11:47|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423||||1||redraider|2640|9639Mc|
|gpu-20-6|||batch|8261.batch|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:13|0:15|158425|cpu=00:00:00,energy=0,fs/disk=107754,mem=4540K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-6|||extern|8261.extern|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:11|0:0|158423|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-6|||run.sh|8261.0|2020-10-31T11:11:48|2020-10-31T11:11:48|2020-11-02T06:12:44|0:15|158456|cpu=1-19:48:53,energy=0,fs/disk=16231903,mem=7298508K,pages=80124,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-[8-9],gpu-21-1|CEislam|rafiisla|lmp-gpu|8275|2020-10-31T14:57:20|2020-11-02T06:12:44|Unknown|0:0|1508640||||120||redraider|2880|9639Mc|
|gpu-20-8|||batch|8275.batch|2020-11-02T06:12:44|2020-11-02T06:12:44|Unknown|0:0|502880||||40|1|redraider||9639Mc|
|gpu-20-[8-9],gpu-21-1|||extern|8275.extern|2020-11-02T06:12:44|2020-11-02T06:12:44|Unknown|0:0|1508640||||120|3|redraider||9639Mc|
|gpu-20-9,gpu-21-1|||orted|8275.0|2020-11-02T06:12:47|2020-11-02T06:12:47|Unknown|0:0|25138||||2|2|redraider||9639Mc|
matador|gpu-21-[3-4]|CEislam|rafiisla|lmp-gpu|8276|2020-10-31T14:57:36|2020-11-02T06:12:44|Unknown|0:0|1005760||||80||redraider|2880|9639Mc|
|gpu-21-3|||batch|8276.batch|2020-11-02T06:12:44|2020-11-02T06:12:44|Unknown|0:0|502880||||40|1|redraider||9639Mc|
|gpu-21-[3-4]|||extern|8276.extern|2020-11-02T06:12:44|2020-11-02T06:12:44|Unknown|0:0|1005760||||80|2|redraider||9639Mc|
|gpu-21-4|||orted|8276.0|2020-11-02T06:12:48|2020-11-02T06:12:48|Unknown|0:0|12568||||1|1|redraider||9639Mc|
nocona|cpu-25-[21-24]|ME|jieyao|OPRe180|8282|2020-10-31T20:07:30|2020-10-31T20:07:35|Unknown|0:0|71107072||||512||redraider|2880|4027Mc|
|cpu-25-21|||batch|8282.batch|2020-10-31T20:07:35|2020-10-31T20:07:35|Unknown|0:0|17776768||||128|1|redraider||4027Mc|
|cpu-25-[21-24]|||extern|8282.extern|2020-10-31T20:07:35|2020-10-31T20:07:35|Unknown|0:0|71107072||||512|4|redraider||4027Mc|
|cpu-25-[22-24]|||orted|8282.0|2020-10-31T20:07:36|2020-10-31T20:07:36|Unknown|0:0|416640||||3|3|redraider||4027Mc|
nocona|cpu-26-[10-13]|ME|jieyao|CTBLH|8286|2020-10-31T21:22:05|2020-10-31T21:22:06|2020-11-02T07:51:06|0:0|65402880||||512||redraider|2880|4027Mc|
|cpu-26-10|||batch|8286.batch|2020-10-31T21:22:06|2020-10-31T21:22:06|2020-11-02T07:51:06|0:0|16350720|cpu=187-10:42:54,energy=0,fs/disk=2301342,mem=67907452K,pages=2904,vmem=144220K|energy=0,fs/disk=28019|144220K|128|1|redraider||4027Mc|
|cpu-26-[10-13]|||extern|8286.extern|2020-10-31T21:22:06|2020-10-31T21:22:06|2020-11-02T07:51:06|0:0|65402880|cpu=00:00:00,energy=0,fs/disk=8752,mem=0,pages=0,vmem=17M|energy=0,fs/disk=0|4352K|512|4|redraider||4027Mc|
|cpu-26-[11-13]|||orted|8286.0|2020-10-31T21:22:07|2020-10-31T21:22:07|2020-11-02T07:51:05|0:0|383214|cpu=562-08:22:47,energy=0,fs/disk=38132339,mem=202041256K,pages=5115,vmem=827048K|energy=0,fs/disk=276392882|276560K|3|3|redraider||4027Mc|
nocona|cpu-23-40|chem|iseason|gromacs|8291|2020-10-31T22:38:03|2020-10-31T22:38:04|Unknown|0:0|4155264||||32||redraider|2880|4027Mc|
|cpu-23-40|||batch|8291.batch|2020-10-31T22:38:04|2020-10-31T22:38:04|Unknown|0:0|4155264||||32|1|redraider||4027Mc|
|cpu-23-40|||extern|8291.extern|2020-10-31T22:38:04|2020-10-31T22:38:04|Unknown|0:0|4155264||||32|1|redraider||4027Mc|
nocona|cpu-23-40|chem|iseason|pylipid|8296|2020-10-31T23:52:13|2020-10-31T23:52:13|Unknown|0:0|8025792||||64||redraider|2880|4027Mc|
|cpu-23-40|||batch|8296.batch|2020-10-31T23:52:13|2020-10-31T23:52:13|Unknown|0:0|8025792||||64|1|redraider||4027Mc|
|cpu-23-40|||extern|8296.extern|2020-10-31T23:52:13|2020-10-31T23:52:13|Unknown|0:0|8025792||||64|1|redraider||4027Mc|
nocona|cpu-23-46|chem|iseason|pylipid|8297|2020-10-31T23:55:59|2020-10-31T23:55:59|2020-11-02T01:53:15|1:0|6210304||||64||redraider|2880|4027Mc|
|cpu-23-46|||batch|8297.batch|2020-10-31T23:55:59|2020-10-31T23:55:59|2020-11-02T01:53:15|1:0|6210304|cpu=1-02:03:28,energy=0,fs/disk=24578922,mem=127529320K,pages=11497398,vmem=143960K|energy=0,fs/disk=17459199|143960K|64|1|redraider||4027Mc|
|cpu-23-46|||extern|8297.extern|2020-10-31T23:55:59|2020-10-31T23:55:59|2020-11-02T01:53:15|0:0|6210304|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|64|1|redraider||4027Mc|
nocona|cpu-24-[49-51,53]|ME|jieyao|CTBL|8298|2020-11-01T00:43:30|2020-11-01T00:43:30|2020-11-02T05:15:26|0:0|54433792||||512||redraider|2880|4027Mc|
|cpu-24-49|||batch|8298.batch|2020-11-01T00:43:30|2020-11-01T00:43:30|2020-11-02T05:15:26|0:0|13608448|cpu=156-00:48:44,energy=0,fs/disk=2309596,mem=152141936K,pages=2013,vmem=144224K|energy=0,fs/disk=30183|144224K|128|1|redraider||4027Mc|
|cpu-24-[49-51,53]|||extern|8298.extern|2020-11-01T00:43:30|2020-11-01T00:43:30|2020-11-02T05:15:26|0:0|54433792|cpu=00:00:00,energy=0,fs/disk=8752,mem=0,pages=0,vmem=17M|energy=0,fs/disk=0|4352K|512|4|redraider||4027Mc|
|cpu-24-[50-51,53]|||orted|8298.0|2020-11-01T00:43:32|2020-11-01T00:43:32|2020-11-02T05:15:25|0:0|318939|cpu=468-03:43:54,energy=0,fs/disk=38088376,mem=460756736K,pages=4587,vmem=827368K|energy=0,fs/disk=276477526|276564K|3|3|redraider||4027Mc|
nocona|cpu-25-[16-20,43-44,47]|ME|jieyao|CHN5KSS|8299|2020-11-01T00:44:20|2020-11-01T06:01:14|2020-11-02T00:01:17|0:0|66358272||||1024||redraider|2880|4027Mc|
|cpu-25-16|||batch|8299.batch|2020-11-01T06:01:14|2020-11-01T06:01:14|2020-11-02T00:01:17|0:0|8294784|cpu=95-12:15:52,energy=0,fs/disk=2304076,mem=107031304K,pages=16005,vmem=144228K|energy=0,fs/disk=27323|144228K|128|1|redraider||4027Mc|
|cpu-25-[16-20,43-44,47]|||extern|8299.extern|2020-11-01T06:01:14|2020-11-01T06:01:14|2020-11-02T00:01:17|0:0|66358272|cpu=00:00:00,energy=0,fs/disk=17504,mem=0,pages=0,vmem=34M|energy=0,fs/disk=0|4352K|1024|8|redraider||4027Mc|
|cpu-25-[17-20,43-44,47]|||orted|8299.0|2020-11-01T06:01:16|2020-11-01T06:01:16|2020-11-02T00:01:19|0:0|453621|cpu=668-17:03:00,energy=0,fs/disk=93568685,mem=744656708K,pages=101343,vmem=1962068K|energy=0,fs/disk=788707980|281160K|7|7|redraider||4027Mc|
nocona|cpu-23-[12-23],cpu-24-[34-48,54-60],cpu-25-[15-20,25-34],cpu-26-[20-33]|CS|ngu29355|hpl_timing|8305|2020-11-01T07:56:36|2020-11-02T00:06:11|2020-11-02T00:07:43|16:0|753664||||8192||redraider|2880|4027Mc|
|cpu-23-12|||batch|8305.batch|2020-11-02T00:06:11|2020-11-02T00:06:11|2020-11-02T00:07:43|16:0|11776|cpu=00:06:54,energy=0,fs/disk=1354317,mem=173853268K,pages=33,vmem=144196K|energy=0,fs/disk=12214|144196K|128|1|redraider||4027Mc|
|cpu-23-[12-23],cpu-24-[34-48,54-60],cpu-25-[15-20,25-34],cpu-26-[20-33]|||extern|8305.extern|2020-11-02T00:06:11|2020-11-02T00:06:11|2020-11-02T00:07:43|0:0|753664|cpu=00:00:00,energy=0,fs/disk=140032,mem=0,pages=0,vmem=272M|energy=0,fs/disk=0|4352K|8192|64|redraider||4027Mc|
|cpu-23-[13-23],cpu-24-[34-48,54-60],cpu-25-[15-20,25-34],cpu-26-[20-33]|||orted|8305.0|2020-11-02T00:06:12|2020-11-02T00:06:12|2020-11-02T00:07:45|0:0|23436|cpu=07:40:49,energy=0,fs/disk=710292251,mem=11625130284K,pages=2442,vmem=13408732K|energy=0,fs/disk=1059353616|212868K|252|63|redraider||4027Mc|
nocona|cpu-23-[12-23],cpu-24-[34-48,54-60],cpu-25-[15-20,25-34],cpu-26-[20-33]|CS|ngu29355|hpl_timing|8306|2020-11-01T07:56:59|2020-11-02T00:07:45|2020-11-02T07:44:20|0:0|224419840||||8192||redraider|2880|4027Mc|
|cpu-23-12|||batch|8306.batch|2020-11-02T00:07:45|2020-11-02T00:07:45|2020-11-02T07:44:20|0:0|3506560|cpu=31-15:01:25,energy=0,fs/disk=1354342,mem=438625292K,pages=33,vmem=144192K|energy=0,fs/disk=12214|144192K|128|1|redraider||4027Mc|
|cpu-23-[12-23],cpu-24-[34-48,54-60],cpu-25-[15-20,25-34],cpu-26-[20-33]|||extern|8306.extern|2020-11-02T00:07:45|2020-11-02T00:07:45|2020-11-02T07:44:20|0:0|224419840|cpu=00:00:00,energy=0,fs/disk=140032,mem=0,pages=0,vmem=272M|energy=0,fs/disk=0|4352K|8192|64|redraider||4027Mc|
|cpu-23-[13-23],cpu-24-[34-48,54-60],cpu-25-[15-20,25-34],cpu-26-[20-33]|||orted|8306.0|2020-11-02T00:07:46|2020-11-02T00:07:46|2020-11-02T07:44:22|0:0|6903792|cpu=1974-02:41:23,energy=0,fs/disk=716379977,mem=27529143712K,pages=2607,vmem=13408732K|energy=0,fs/disk=1118782544|212868K|252|63|redraider||4027Mc|
nocona|cpu-23-[1-5,30,33,37,46],cpu-25-[10-14,43-44,51-52],cpu-26-[5-9,14-15,53-59]|CS|ngu29355|hpl_timing|8307|2020-11-01T07:59:03|2020-11-02T05:00:14|Unknown|0:0|69312512||||4096||redraider|2880|4027Mc|
|cpu-23-1|||batch|8307.batch|2020-11-02T05:00:14|2020-11-02T05:00:14|Unknown|0:0|2166016||||128|1|redraider||4027Mc|
|cpu-23-[1-5,30,33,37,46],cpu-25-[10-14,43-44,51-52],cpu-26-[5-9,14-15,53-59]|||extern|8307.extern|2020-11-02T05:00:14|2020-11-02T05:00:14|Unknown|0:0|69312512||||4096|32|redraider||4027Mc|
|cpu-23-[2-5,30,33,37,46],cpu-25-[10-14,43-44,51-52],cpu-26-[5-9,14-15,53-59]|||orted|8307.0|2020-11-02T05:00:15|2020-11-02T05:00:15|Unknown|0:0|2098204||||124|31|redraider||4027Mc|
nocona|cpu-24-[34-47],cpu-26-[18-35]|CS|ngu29355|hpl_timing|8308|2020-11-01T07:59:20|2020-11-02T07:44:22|Unknown|0:0|28975104||||4096||redraider|2880|4027Mc|
|cpu-24-34|||batch|8308.batch|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|905472||||128|1|redraider||4027Mc|
|cpu-24-[34-47],cpu-26-[18-35]|||extern|8308.extern|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|28975104||||4096|32|redraider||4027Mc|
|cpu-24-[35-47],cpu-26-[18-35]|||orted|8308.0|2020-11-02T07:44:23|2020-11-02T07:44:23|Unknown|0:0|877052||||124|31|redraider||4027Mc|
nocona|cpu-23-[12-23],cpu-25-[15-18]|CS|ngu29355|hpl_timing|8309|2020-11-01T08:00:09|2020-11-02T07:44:22|Unknown|0:0|14487552||||2048||redraider|2880|4027Mc|
|cpu-23-12|||batch|8309.batch|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|905472||||128|1|redraider||4027Mc|
|cpu-23-[12-23],cpu-25-[15-18]|||extern|8309.extern|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|14487552||||2048|16|redraider||4027Mc|
|cpu-23-[13-23],cpu-25-[15-18]|||orted|8309.0|2020-11-02T07:44:23|2020-11-02T07:44:23|Unknown|0:0|424380||||60|15|redraider||4027Mc|
nocona|cpu-25-[25-34],cpu-26-[39-44]|CS|ngu29355|hpl_timing|8310|2020-11-01T08:00:18|2020-11-02T07:44:22|Unknown|0:0|14487552||||2048||redraider|2880|4027Mc|
|cpu-25-25|||batch|8310.batch|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|905472||||128|1|redraider||4027Mc|
|cpu-25-[25-34],cpu-26-[39-44]|||extern|8310.extern|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|14487552||||2048|16|redraider||4027Mc|
|cpu-25-[26-34],cpu-26-[39-44]|||orted|8310.0|2020-11-02T07:44:23|2020-11-02T07:44:23|Unknown|0:0|424380||||60|15|redraider||4027Mc|
nocona|cpu-24-[29,54-60]|CS|ngu29355|hpl_timing|8311|2020-11-01T08:01:45|2020-11-02T07:44:22|Unknown|0:0|7243776||||1024||redraider|2880|4027Mc|
|cpu-24-29|||batch|8311.batch|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|905472||||128|1|redraider||4027Mc|
|cpu-24-[29,54-60]|||extern|8311.extern|2020-11-02T07:44:22|2020-11-02T07:44:22|Unknown|0:0|7243776||||1024|8|redraider||4027Mc|
|cpu-24-[54-60]|||orted|8311.0|2020-11-02T07:44:23|2020-11-02T07:44:23|Unknown|0:0|198044||||28|7|redraider||4027Mc|
