 Partition        NodeList     Group      User    JobName        JobID              Submit               Start                 End ExitCode CPUTimeRAW TRESUsageInTot TRESUsageOutTot  MaxVMSize  AllocCPUS   NTasks    Cluster TimelimitR     ReqMem 
---------- --------------- --------- --------- ---------- ------------ ------------------- ------------------- ------------------- -------- ---------- -------------- --------------- ---------- ---------- -------- ---------- ---------- ---------- 
   matador        gpu-21-5      chem    rliang      job31 8251         2020-10-31T11:11:46 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424                                                    1           redraider       2640     9639Mc 
                  gpu-21-5                          batch 8251.batch   2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:13     0:15     158426 cpu=00:00:00,+ energy=0,fs/di+    143524K          1        1  redraider                9639Mc 
                  gpu-21-5                         extern 8251.extern  2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424 cpu=00:00:00,+ energy=0,fs/di+      4352K          1        1  redraider                9639Mc 
                  gpu-21-5                         run.sh 8251.0       2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:44     0:15     158457 cpu=1-19:48:5+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-21-7      chem    rliang      job32 8252         2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424                                                    1           redraider       2640     9639Mc 
                  gpu-21-7                          batch 8252.batch   2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:13     0:15     158426 cpu=00:00:00,+ energy=0,fs/di+    143524K          1        1  redraider                9639Mc 
                  gpu-21-7                         extern 8252.extern  2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424 cpu=00:00:00,+ energy=0,fs/di+      4352K          1        1  redraider                9639Mc 
                  gpu-21-7                         run.sh 8252.0       2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:44     0:15     158457 cpu=1-19:48:3+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-21-8      chem    rliang      job33 8253         2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424                                                    1           redraider       2640     9639Mc 
                  gpu-21-8                          batch 8253.batch   2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:13     0:15     158426 cpu=00:00:00,+ energy=0,fs/di+    143524K          1        1  redraider                9639Mc 
                  gpu-21-8                         extern 8253.extern  2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424 cpu=00:00:00,+ energy=0,fs/di+    143220K          1        1  redraider                9639Mc 
                  gpu-21-8                         run.sh 8253.0       2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:44     0:15     158457 cpu=1-19:48:2+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-21-9      chem    rliang      job34 8254         2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424                                                    1           redraider       2640     9639Mc 
                  gpu-21-9                          batch 8254.batch   2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:13     0:15     158426 cpu=00:00:00,+ energy=0,fs/di+    143524K          1        1  redraider                9639Mc 
                  gpu-21-9                         extern 8254.extern  2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424 cpu=00:00:00,+ energy=0,fs/di+      4352K          1        1  redraider                9639Mc 
                  gpu-21-9                         run.sh 8254.0       2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:44     0:15     158457 cpu=1-19:48:1+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador       gpu-21-10      chem    rliang      job35 8255         2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424                                                    1           redraider       2640     9639Mc 
                 gpu-21-10                          batch 8255.batch   2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:13     0:15     158426 cpu=00:00:00,+ energy=0,fs/di+    143524K          1        1  redraider                9639Mc 
                 gpu-21-10                         extern 8255.extern  2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424 cpu=00:00:00,+ energy=0,fs/di+      4352K          1        1  redraider                9639Mc 
                 gpu-21-10                         run.sh 8255.0       2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:44     0:15     158457 cpu=1-19:48:2+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-20-1      chem    rliang      job36 8256         2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424                                                    1           redraider       2640     9639Mc 
                  gpu-20-1                          batch 8256.batch   2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:13     0:15     158426 cpu=00:00:00,+ energy=0,fs/di+    143536K          1        1  redraider                9639Mc 
                  gpu-20-1                         extern 8256.extern  2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:12      0:0     158425 cpu=00:00:00,+ energy=0,fs/di+    130852K          1        1  redraider                9639Mc 
                  gpu-20-1                         run.sh 8256.0       2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:44     0:15     158457 cpu=1-19:48:1+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-20-2      chem    rliang      job37 8257         2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424                                                    1           redraider       2640     9639Mc 
                  gpu-20-2                          batch 8257.batch   2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:13     0:15     158426 cpu=00:00:00,+ energy=0,fs/di+    143536K          1        1  redraider                9639Mc 
                  gpu-20-2                         extern 8257.extern  2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:11      0:0     158424 cpu=00:00:00,+ energy=0,fs/di+      4352K          1        1  redraider                9639Mc 
                  gpu-20-2                         run.sh 8257.0       2020-10-31T11:11:47 2020-10-31T11:11:47 2020-11-02T06:12:44     0:15     158457 cpu=1-19:48:0+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-20-3      chem    rliang      job38 8258         2020-10-31T11:11:47 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423                                                    1           redraider       2640     9639Mc 
                  gpu-20-3                          batch 8258.batch   2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:13     0:15     158425 cpu=00:00:00,+ energy=0,fs/di+    143536K          1        1  redraider                9639Mc 
                  gpu-20-3                         extern 8258.extern  2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423 cpu=00:00:00,+ energy=0,fs/di+    143220K          1        1  redraider                9639Mc 
                  gpu-20-3                         run.sh 8258.0       2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:44     0:15     158456 cpu=1-19:45:4+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-20-4      chem    rliang      job39 8259         2020-10-31T11:11:47 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423                                                    1           redraider       2640     9639Mc 
                  gpu-20-4                          batch 8259.batch   2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:13     0:15     158425 cpu=00:00:00,+ energy=0,fs/di+    143536K          1        1  redraider                9639Mc 
                  gpu-20-4                         extern 8259.extern  2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423 cpu=00:00:00,+ energy=0,fs/di+    143220K          1        1  redraider                9639Mc 
                  gpu-20-4                         run.sh 8259.0       2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:44     0:15     158456 cpu=1-19:48:4+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-20-5      chem    rliang      job40 8260         2020-10-31T11:11:47 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423                                                    1           redraider       2640     9639Mc 
                  gpu-20-5                          batch 8260.batch   2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:13     0:15     158425 cpu=00:00:00,+ energy=0,fs/di+    143536K          1        1  redraider                9639Mc 
                  gpu-20-5                         extern 8260.extern  2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423 cpu=00:00:00,+ energy=0,fs/di+    143220K          1        1  redraider                9639Mc 
                  gpu-20-5                         run.sh 8260.0       2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:44     0:15     158456 cpu=1-19:48:0+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador        gpu-20-6      chem    rliang      job41 8261         2020-10-31T11:11:47 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423                                                    1           redraider       2640     9639Mc 
                  gpu-20-6                          batch 8261.batch   2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:13     0:15     158425 cpu=00:00:00,+ energy=0,fs/di+    143536K          1        1  redraider                9639Mc 
                  gpu-20-6                         extern 8261.extern  2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:11      0:0     158423 cpu=00:00:00,+ energy=0,fs/di+    143220K          1        1  redraider                9639Mc 
                  gpu-20-6                         run.sh 8261.0       2020-10-31T11:11:48 2020-10-31T11:11:48 2020-11-02T06:12:44     0:15     158456 cpu=1-19:48:5+ energy=0,fs/di+    146436K          1        1  redraider                9639Mc 
   matador gpu-20-[8-9],g+   CEislam  rafiisla    lmp-gpu 8275         2020-10-31T14:57:20 2020-11-02T06:12:44             Unknown      0:0    1512480                                                  120           redraider       2880     9639Mc 
                  gpu-20-8                          batch 8275.batch   2020-11-02T06:12:44 2020-11-02T06:12:44             Unknown      0:0     504160                                                   40        1  redraider                9639Mc 
           gpu-20-[8-9],g+                         extern 8275.extern  2020-11-02T06:12:44 2020-11-02T06:12:44             Unknown      0:0    1512480                                                  120        3  redraider                9639Mc 
           gpu-20-9,gpu-2+                          orted 8275.0       2020-11-02T06:12:47 2020-11-02T06:12:47             Unknown      0:0      25202                                                    2        2  redraider                9639Mc 
   matador    gpu-21-[3-4]   CEislam  rafiisla    lmp-gpu 8276         2020-10-31T14:57:36 2020-11-02T06:12:44             Unknown      0:0    1008320                                                   80           redraider       2880     9639Mc 
                  gpu-21-3                          batch 8276.batch   2020-11-02T06:12:44 2020-11-02T06:12:44             Unknown      0:0     504160                                                   40        1  redraider                9639Mc 
              gpu-21-[3-4]                         extern 8276.extern  2020-11-02T06:12:44 2020-11-02T06:12:44             Unknown      0:0    1008320                                                   80        2  redraider                9639Mc 
                  gpu-21-4                          orted 8276.0       2020-11-02T06:12:48 2020-11-02T06:12:48             Unknown      0:0      12600                                                    1        1  redraider                9639Mc 
    nocona  cpu-25-[21-24]        ME    jieyao    OPRe180 8282         2020-10-31T20:07:30 2020-10-31T20:07:35             Unknown      0:0   71123456                                                  512           redraider       2880     4027Mc 
                 cpu-25-21                          batch 8282.batch   2020-10-31T20:07:35 2020-10-31T20:07:35             Unknown      0:0   17780864                                                  128        1  redraider                4027Mc 
            cpu-25-[21-24]                         extern 8282.extern  2020-10-31T20:07:35 2020-10-31T20:07:35             Unknown      0:0   71123456                                                  512        4  redraider                4027Mc 
            cpu-25-[22-24]                          orted 8282.0       2020-10-31T20:07:36 2020-10-31T20:07:36             Unknown      0:0     416736                                                    3        3  redraider                4027Mc 
    nocona  cpu-26-[10-13]        ME    jieyao      CTBLH 8286         2020-10-31T21:22:05 2020-10-31T21:22:06 2020-11-02T07:51:06      0:0   65402880                                                  512           redraider       2880     4027Mc 
                 cpu-26-10                          batch 8286.batch   2020-10-31T21:22:06 2020-10-31T21:22:06 2020-11-02T07:51:06      0:0   16350720 cpu=187-10:42+ energy=0,fs/di+    144220K        128        1  redraider                4027Mc 
            cpu-26-[10-13]                         extern 8286.extern  2020-10-31T21:22:06 2020-10-31T21:22:06 2020-11-02T07:51:06      0:0   65402880 cpu=00:00:00,+ energy=0,fs/di+      4352K        512        4  redraider                4027Mc 
            cpu-26-[11-13]                          orted 8286.0       2020-10-31T21:22:07 2020-10-31T21:22:07 2020-11-02T07:51:05      0:0     383214 cpu=562-08:22+ energy=0,fs/di+    276560K          3        3  redraider                4027Mc 
    nocona       cpu-23-40      chem   iseason    gromacs 8291         2020-10-31T22:38:03 2020-10-31T22:38:04             Unknown      0:0    4156288                                                   32           redraider       2880     4027Mc 
                 cpu-23-40                          batch 8291.batch   2020-10-31T22:38:04 2020-10-31T22:38:04             Unknown      0:0    4156288                                                   32        1  redraider                4027Mc 
                 cpu-23-40                         extern 8291.extern  2020-10-31T22:38:04 2020-10-31T22:38:04             Unknown      0:0    4156288                                                   32        1  redraider                4027Mc 
    nocona       cpu-23-40      chem   iseason    pylipid 8296         2020-10-31T23:52:13 2020-10-31T23:52:13             Unknown      0:0    8027840                                                   64           redraider       2880     4027Mc 
                 cpu-23-40                          batch 8296.batch   2020-10-31T23:52:13 2020-10-31T23:52:13             Unknown      0:0    8027840                                                   64        1  redraider                4027Mc 
                 cpu-23-40                         extern 8296.extern  2020-10-31T23:52:13 2020-10-31T23:52:13             Unknown      0:0    8027840                                                   64        1  redraider                4027Mc 
    nocona       cpu-23-46      chem   iseason    pylipid 8297         2020-10-31T23:55:59 2020-10-31T23:55:59 2020-11-02T01:53:15      1:0    6210304                                                   64           redraider       2880     4027Mc 
                 cpu-23-46                          batch 8297.batch   2020-10-31T23:55:59 2020-10-31T23:55:59 2020-11-02T01:53:15      1:0    6210304 cpu=1-02:03:2+ energy=0,fs/di+    143960K         64        1  redraider                4027Mc 
                 cpu-23-46                         extern 8297.extern  2020-10-31T23:55:59 2020-10-31T23:55:59 2020-11-02T01:53:15      0:0    6210304 cpu=00:00:00,+ energy=0,fs/di+      4352K         64        1  redraider                4027Mc 
    nocona cpu-24-[49-51,+        ME    jieyao       CTBL 8298         2020-11-01T00:43:30 2020-11-01T00:43:30 2020-11-02T05:15:26      0:0   54433792                                                  512           redraider       2880     4027Mc 
                 cpu-24-49                          batch 8298.batch   2020-11-01T00:43:30 2020-11-01T00:43:30 2020-11-02T05:15:26      0:0   13608448 cpu=156-00:48+ energy=0,fs/di+    144224K        128        1  redraider                4027Mc 
           cpu-24-[49-51,+                         extern 8298.extern  2020-11-01T00:43:30 2020-11-01T00:43:30 2020-11-02T05:15:26      0:0   54433792 cpu=00:00:00,+ energy=0,fs/di+      4352K        512        4  redraider                4027Mc 
           cpu-24-[50-51,+                          orted 8298.0       2020-11-01T00:43:32 2020-11-01T00:43:32 2020-11-02T05:15:25      0:0     318939 cpu=468-03:43+ energy=0,fs/di+    276564K          3        3  redraider                4027Mc 
    nocona cpu-25-[16-20,+        ME    jieyao    CHN5KSS 8299         2020-11-01T00:44:20 2020-11-01T06:01:14 2020-11-02T00:01:17      0:0   66358272                                                 1024           redraider       2880     4027Mc 
                 cpu-25-16                          batch 8299.batch   2020-11-01T06:01:14 2020-11-01T06:01:14 2020-11-02T00:01:17      0:0    8294784 cpu=95-12:15:+ energy=0,fs/di+    144228K        128        1  redraider                4027Mc 
           cpu-25-[16-20,+                         extern 8299.extern  2020-11-01T06:01:14 2020-11-01T06:01:14 2020-11-02T00:01:17      0:0   66358272 cpu=00:00:00,+ energy=0,fs/di+      4352K       1024        8  redraider                4027Mc 
           cpu-25-[17-20,+                          orted 8299.0       2020-11-01T06:01:16 2020-11-01T06:01:16 2020-11-02T00:01:19      0:0     453621 cpu=668-17:03+ energy=0,fs/di+    281160K          7        7  redraider                4027Mc 
    nocona cpu-23-[12-23]+        CS  ngu29355 hpl_timing 8305         2020-11-01T07:56:36 2020-11-02T00:06:11 2020-11-02T00:07:43     16:0     753664                                                 8192           redraider       2880     4027Mc 
                 cpu-23-12                          batch 8305.batch   2020-11-02T00:06:11 2020-11-02T00:06:11 2020-11-02T00:07:43     16:0      11776 cpu=00:06:54,+ energy=0,fs/di+    144196K        128        1  redraider                4027Mc 
           cpu-23-[12-23]+                         extern 8305.extern  2020-11-02T00:06:11 2020-11-02T00:06:11 2020-11-02T00:07:43      0:0     753664 cpu=00:00:00,+ energy=0,fs/di+      4352K       8192       64  redraider                4027Mc 
           cpu-23-[13-23]+                          orted 8305.0       2020-11-02T00:06:12 2020-11-02T00:06:12 2020-11-02T00:07:45      0:0      23436 cpu=07:40:49,+ energy=0,fs/di+    212868K        252       63  redraider                4027Mc 
    nocona cpu-23-[12-23]+        CS  ngu29355 hpl_timing 8306         2020-11-01T07:56:59 2020-11-02T00:07:45 2020-11-02T07:44:20      0:0  224419840                                                 8192           redraider       2880     4027Mc 
                 cpu-23-12                          batch 8306.batch   2020-11-02T00:07:45 2020-11-02T00:07:45 2020-11-02T07:44:20      0:0    3506560 cpu=31-15:01:+ energy=0,fs/di+    144192K        128        1  redraider                4027Mc 
           cpu-23-[12-23]+                         extern 8306.extern  2020-11-02T00:07:45 2020-11-02T00:07:45 2020-11-02T07:44:20      0:0  224419840 cpu=00:00:00,+ energy=0,fs/di+      4352K       8192       64  redraider                4027Mc 
           cpu-23-[13-23]+                          orted 8306.0       2020-11-02T00:07:46 2020-11-02T00:07:46 2020-11-02T07:44:22      0:0    6903792 cpu=1974-02:4+ energy=0,fs/di+    212868K        252       63  redraider                4027Mc 
    nocona cpu-23-[1-5,30+        CS  ngu29355 hpl_timing 8307         2020-11-01T07:59:03 2020-11-02T05:00:14             Unknown      0:0   69443584                                                 4096           redraider       2880     4027Mc 
                  cpu-23-1                          batch 8307.batch   2020-11-02T05:00:14 2020-11-02T05:00:14             Unknown      0:0    2170112                                                  128        1  redraider                4027Mc 
           cpu-23-[1-5,30+                         extern 8307.extern  2020-11-02T05:00:14 2020-11-02T05:00:14             Unknown      0:0   69443584                                                 4096       32  redraider                4027Mc 
           cpu-23-[2-5,30+                          orted 8307.0       2020-11-02T05:00:15 2020-11-02T05:00:15             Unknown      0:0    2102172                                                  124       31  redraider                4027Mc 
    nocona cpu-24-[34-47]+        CS  ngu29355 hpl_timing 8308         2020-11-01T07:59:20 2020-11-02T07:44:22             Unknown      0:0   29106176                                                 4096           redraider       2880     4027Mc 
                 cpu-24-34                          batch 8308.batch   2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0     909568                                                  128        1  redraider                4027Mc 
           cpu-24-[34-47]+                         extern 8308.extern  2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0   29106176                                                 4096       32  redraider                4027Mc 
           cpu-24-[35-47]+                          orted 8308.0       2020-11-02T07:44:23 2020-11-02T07:44:23             Unknown      0:0     881020                                                  124       31  redraider                4027Mc 
    nocona cpu-23-[12-23]+        CS  ngu29355 hpl_timing 8309         2020-11-01T08:00:09 2020-11-02T07:44:22             Unknown      0:0   14553088                                                 2048           redraider       2880     4027Mc 
                 cpu-23-12                          batch 8309.batch   2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0     909568                                                  128        1  redraider                4027Mc 
           cpu-23-[12-23]+                         extern 8309.extern  2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0   14553088                                                 2048       16  redraider                4027Mc 
           cpu-23-[13-23]+                          orted 8309.0       2020-11-02T07:44:23 2020-11-02T07:44:23             Unknown      0:0     426300                                                   60       15  redraider                4027Mc 
    nocona cpu-25-[25-34]+        CS  ngu29355 hpl_timing 8310         2020-11-01T08:00:18 2020-11-02T07:44:22             Unknown      0:0   14553088                                                 2048           redraider       2880     4027Mc 
                 cpu-25-25                          batch 8310.batch   2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0     909568                                                  128        1  redraider                4027Mc 
           cpu-25-[25-34]+                         extern 8310.extern  2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0   14553088                                                 2048       16  redraider                4027Mc 
           cpu-25-[26-34]+                          orted 8310.0       2020-11-02T07:44:23 2020-11-02T07:44:23             Unknown      0:0     426300                                                   60       15  redraider                4027Mc 
    nocona cpu-24-[29,54-+        CS  ngu29355 hpl_timing 8311         2020-11-01T08:01:45 2020-11-02T07:44:22             Unknown      0:0    7276544                                                 1024           redraider       2880     4027Mc 
                 cpu-24-29                          batch 8311.batch   2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0     909568                                                  128        1  redraider                4027Mc 
           cpu-24-[29,54-+                         extern 8311.extern  2020-11-02T07:44:22 2020-11-02T07:44:22             Unknown      0:0    7276544                                                 1024        8  redraider                4027Mc 
            cpu-24-[54-60]                          orted 8311.0       2020-11-02T07:44:23 2020-11-02T07:44:23             Unknown      0:0     198940                                                   28        7  redraider                4027Mc 
    nocona cpu-25-[55,59]+      chem  evanaals    pylipid 8313         2020-11-01T09:19:38 2020-11-01T09:19:38 2020-11-02T06:30:12      0:0   39031808                                                  512           redraider       2880     4027Mc 
                 cpu-25-55                          batch 8313.batch   2020-11-01T09:19:38 2020-11-01T09:19:38 2020-11-02T06:30:44     0:15    9762048 cpu=21:01:19,+ energy=0,fs/di+    144184K        128        1  redraider                4027Mc 
           cpu-25-[55,59]+                         extern 8313.extern  2020-11-01T09:19:38 2020-11-01T09:19:38 2020-11-02T06:30:12      0:0   39031808 cpu=00:00:00,+ energy=0,fs/di+      4352K        512        4  redraider                4027Mc 
    nocona cpu-24-52,cpu-+        ME    jieyao        TBL 8314         2020-11-01T10:06:19 2020-11-02T01:53:24             Unknown      0:0    7209984                                                  256           redraider       2880     4027Mc 
                 cpu-24-52                          batch 8314.batch   2020-11-02T01:53:24 2020-11-02T01:53:24             Unknown      0:0    3604992                                                  128        1  redraider                4027Mc 
           cpu-24-52,cpu-+                         extern 8314.extern  2020-11-02T01:53:24 2020-11-02T01:53:24             Unknown      0:0    7209984                                                  256        2  redraider                4027Mc 
                 cpu-25-47                          orted 8314.0       2020-11-02T01:53:25 2020-11-02T01:53:25             Unknown      0:0      28163                                                    1        1  redraider                4027Mc 
    nocona cpu-24-53,cpu-+        ME    jieyao        TBL 8315         2020-11-01T10:06:40 2020-11-02T06:35:54             Unknown      0:0    2870784                                                  256           redraider       2880     4027Mc 
                 cpu-24-53                          batch 8315.batch   2020-11-02T06:35:54 2020-11-02T06:35:54             Unknown      0:0    1435392                                                  128        1  redraider                4027Mc 
           cpu-24-53,cpu-+                         extern 8315.extern  2020-11-02T06:35:54 2020-11-02T06:35:54             Unknown      0:0    2870784                                                  256        2  redraider                4027Mc 
                 cpu-25-55                          orted 8315.0       2020-11-02T06:35:55 2020-11-02T06:35:55             Unknown      0:0      11213                                                    1        1  redraider                4027Mc 
    nocona  cpu-24-[49-51]      chem   iseason    pylipid 8316         2020-11-01T12:13:40 2020-11-02T06:35:54             Unknown      0:0    4306176                                                  384           redraider       2880     4027Mc 
                 cpu-24-49                          batch 8316.batch   2020-11-02T06:35:54 2020-11-02T06:35:54             Unknown      0:0    1435392                                                  128        1  redraider                4027Mc 
            cpu-24-[49-51]                         extern 8316.extern  2020-11-02T06:35:54 2020-11-02T06:35:54             Unknown      0:0    4306176                                                  384        3  redraider                4027Mc 
    nocona cpu-23-[53-60]+        ME    jieyao    CHANNEL 8317         2020-11-01T22:23:31 2020-11-02T08:06:01             Unknown      0:0   11892736                                                 2048           redraider       2880     4027Mc 
                 cpu-23-53                          batch 8317.batch   2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0     743296                                                  128        1  redraider                4027Mc 
           cpu-23-[53-60]+                         extern 8317.extern  2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0   11892736                                                 2048       16  redraider                4027Mc 
           cpu-23-[54-60]+                          orted 8317.0       2020-11-02T08:06:02 2020-11-02T08:06:02             Unknown      0:0      87090                                                   15       15  redraider                4027Mc 
    nocona  cpu-25-[35-42]        ME    jieyao       CTCF 8318         2020-11-01T22:25:02 2020-11-02T08:06:01             Unknown      0:0    5946368                                                 1024           redraider       2880     4027Mc 
                 cpu-25-35                          batch 8318.batch   2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0     743296                                                  128        1  redraider                4027Mc 
            cpu-25-[35-42]                         extern 8318.extern  2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0    5946368                                                 1024        8  redraider                4027Mc 
            cpu-25-[36-42]                          orted 8318.0       2020-11-02T08:06:02 2020-11-02T08:06:02             Unknown      0:0      40642                                                    7        7  redraider                4027Mc 
    nocona  cpu-26-[10-13]        ME    jieyao      CTBLC 8319         2020-11-01T22:26:07 2020-11-02T08:06:01             Unknown      0:0    2973184                                                  512           redraider       2880     4027Mc 
                 cpu-26-10                          batch 8319.batch   2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0     743296                                                  128        1  redraider                4027Mc 
            cpu-26-[10-13]                         extern 8319.extern  2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0    2973184                                                  512        4  redraider                4027Mc 
            cpu-26-[11-13]                          orted 8319.0       2020-11-02T08:06:02 2020-11-02T08:06:02             Unknown      0:0      17418                                                    3        3  redraider                4027Mc 
    nocona    cpu-23-[6-9]        ME    jieyao      CTBLA 8320         2020-11-01T22:27:20 2020-11-02T08:06:01             Unknown      0:0    2973184                                                  512           redraider       2880     4027Mc 
                  cpu-23-6                          batch 8320.batch   2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0     743296                                                  128        1  redraider                4027Mc 
              cpu-23-[6-9]                         extern 8320.extern  2020-11-02T08:06:01 2020-11-02T08:06:01             Unknown      0:0    2973184                                                  512        4  redraider                4027Mc 
              cpu-23-[7-9]                          orted 8320.0       2020-11-02T08:06:02 2020-11-02T08:06:02             Unknown      0:0      17418                                                    3        3  redraider                4027Mc 
    nocona cpu-23-5,cpu-2+        ME    jieyao    CHANNEL 8322         2020-11-01T23:20:19 2020-11-01T23:20:34 2020-11-02T00:06:08      0:0   11198464                                                 4096           redraider        360     4027Mc 
                  cpu-23-5                          batch 8322.batch   2020-11-01T23:20:34 2020-11-01T23:20:34 2020-11-02T00:06:08      0:0     349952 cpu=3-20:44:3+ energy=0,fs/di+    144228K        128        1  redraider                4027Mc 
           cpu-23-5,cpu-2+                         extern 8322.extern  2020-11-01T23:20:34 2020-11-01T23:20:34 2020-11-02T00:06:08      0:0   11198464 cpu=00:00:00,+ energy=0,fs/di+      4352K       4096       32  redraider                4027Mc 
           cpu-25-[25-34]+                          orted 8322.0       2020-11-01T23:20:36 2020-11-01T23:20:36 2020-11-02T00:06:11      0:0      84785 cpu=119-21:14+ energy=0,fs/di+    281416K         31       31  redraider                4027Mc 
    nocona   None assigned        ME    jieyao       PIPE 8324         2020-11-01T23:31:14             Unknown             Unknown      0:0          0                                                 8192           redraider        120     4027Mc 
    nocona   None assigned        ME    jieyao    CHNRe5K 8325         2020-11-02T00:10:50             Unknown             Unknown      0:0          0                                                 4096           redraider       2880     4027Mc 
    nocona   None assigned        ME    jieyao    CHANNEL 8326         2020-11-02T00:11:26 2020-11-02T00:12:11 2020-11-02T00:12:11      0:0          0                                                 4096           redraider        360     4027Mc 
